Name,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Domain1,above_average,Bayesian Average,Most Notable Genre,Most Notable Mechanic,Price,pct_rated,bayes_above_average
Krull,2,4,45,10,75,4.96,1.56,206.0,other,False,5.48,Fantasy,Roll / Spin and Move,5.0,0.36,False
Cranium Balloon Lagoon,2,4,15,5,145,5.29,1.0,291.0,Children's Games,False,5.47,Action / Dexterity,Dice Rolling,15.5,0.5,False
Baron,2,5,60,10,112,5.19,2.19,247.0,other,False,5.48,Medieval,Modular Board,35.0,0.45,False
Merlin,1,2,1,7,99,5.14,1.67,136.0,Abstract Games,False,5.48,Abstract Strategy,Memory,15.5,0.73,False
Simulations Canada's Battleship,2,2,90,12,88,5.16,1.5,186.0,Wargames,False,5.49,Nautical,Hexagon Grid,17.0,0.47,False
The Impossible Machine,2,5,30,6,287,5.37,1.33,601.0,other,False,5.48,Card Game,Network and Route Building,9.49,0.48,False
Colorama,1,6,20,3,106,5.21,1.0,233.0,Children's Games,False,5.48,Action / Dexterity,Dice Rolling,15.5,0.45,False
Car Wars: The Card Game,2,6,60,10,747,5.46,1.42,1604.0,Thematic Games,False,5.48,Card Game,Take That,9.0,0.47,False
I Spy Memory Game,1,6,10,5,63,4.9,1.0,200.0,Children's Games,False,5.48,Children's Game,Memory,15.5,0.32,False
Hero: Immortal King - The Den of Dementia,1,2,30,9,125,5.28,1.42,377.0,Thematic Games,False,5.48,Adventure,Dice Rolling,5.99,0.33,False
Inferno,2,5,120,12,71,5.05,2.78,242.0,Wargames,False,5.48,Fighting,Hexagon Grid,10.0,0.29,False
Halma,2,4,30,8,229,5.37,1.82,475.0,Abstract Games,False,5.49,Abstract Strategy,Grid Movement,15.5,0.48,False
Rising Kings,2,5,20,12,34,4.58,0.0,59.0,other,False,5.48,Card Game,Hand Management,5.0,0.58,False
Triology,2,4,60,8,57,4.8,1.8,191.0,other,False,5.48,Card Game,Set Collection,6.0,0.3,False
Titten Ärsche Sonnenschein,2,5,30,16,42,4.64,2.0,91.0,other,False,5.48,Card Game,Not available,5.75,0.46,False
Troja,2,4,30,10,87,5.1,1.91,106.0,other,False,5.48,Ancient,Hand Management,15.5,0.82,False
Solo Dungeon Bash,1,1,20,10,60,4.96,1.13,72.0,other,False,5.48,Adventure,Dice Rolling,15.5,0.83,False
Emperor's Challenge,2,4,60,8,34,4.58,2.0,171.0,other,False,5.48,Fantasy,Hexagon Grid,15.0,0.2,False
Ziff Zoff,2,2,10,6,43,4.66,1.0,55.0,other,False,5.48,Card Game,Hand Management,5.97,0.78,False
Marriage Material,2,5,30,15,89,5.13,1.0,170.0,other,False,5.48,Card Game,Hand Management,9.99,0.52,False
Koala,3,10,30,10,65,5.0,1.86,219.0,other,False,5.48,Card Game,Hand Management,9.9,0.3,False
Urknall: The Big Bang,2,4,20,8,45,4.69,2.0,137.0,other,False,5.48,Science Fiction,Dice Rolling,6.0,0.33,False
Bamboozle,4,99,45,18,73,4.95,1.2,264.0,other,False,5.49,Party Game,Not available,15.5,0.28,False
Scooby-Doo! Thrills and Spills,2,4,20,6,31,4.45,1.17,75.0,Children's Games,False,5.48,Action / Dexterity,Not available,15.5,0.41,False
Mustang,2,5,15,8,64,5.03,1.3,76.0,other,False,5.48,American West,Hand Management,9.0,0.84,False
Pirateer,2,4,15,8,1266,5.52,1.48,2154.0,Family Games,False,5.49,Nautical,Pick-up and Deliver,12.0,0.59,False
Change!,2,8,30,10,161,5.27,1.22,416.0,Family Games,False,5.48,Card Game,Not available,5.0,0.39,False
Monopoly: Star Trek Limited Edition,2,8,120,8,75,5.15,2.25,155.0,other,False,5.48,Economic,Auction/Bidding,40.0,0.48,False
Castle: The Detective Card Game,2,5,25,15,96,5.24,1.14,214.0,other,False,5.48,Card Game,Set Collection,26.99,0.45,False
"The Chronicles of Narnia The Lion, The Witch and The Wardrobe Game",0,4,0,8,50,4.69,1.2,172.0,Children's Games,False,5.48,Children's Game,Roll / Spin and Move,15.5,0.29,False
Card of the Dead,2,5,15,10,498,5.47,1.17,1073.0,Party Games,False,5.47,Card Game,Hand Management,6.0,0.46,False
The Really Nasty Golf Game,2,6,0,0,45,4.68,2.0,89.0,other,False,5.48,Sports,Dice Rolling,8.0,0.51,False
Skip-Bo Dice,2,4,20,7,42,4.63,1.0,150.0,other,False,5.48,Dice,Dice Rolling,5.55,0.28,False
Trivial Pursuit: Party,3,6,60,16,155,5.29,1.5,516.0,other,False,5.48,Party Game,Roll / Spin and Move,15.5,0.3,False
The Hamsters,2,6,30,5,46,4.67,1.0,74.0,Children's Games,False,5.47,Animals,Roll / Spin and Move,4.9,0.62,False
Trivial Pursuit: Young Players Edition Master Game,2,6,90,7,208,5.35,1.86,545.0,other,False,5.48,Children's Game,Roll / Spin and Move,6.0,0.38,False
59 Seconds,2,2,10,8,33,4.39,1.0,136.0,other,False,5.48,Card Game,Not available,15.5,0.24,False
Trivial Pursuit: Disney - The Animated Picture Edition,2,32,30,6,116,5.27,1.57,308.0,other,False,5.49,Children's Game,Roll / Spin and Move,15.5,0.38,False
Close Encounters of the Third Kind,2,4,20,8,59,4.87,1.0,202.0,other,False,5.48,Movies / TV / Radio theme,Roll / Spin and Move,7.99,0.29,False
8 1/2,2,6,10,8,78,4.97,1.22,144.0,other,False,5.48,Card Game,Not available,5.0,0.54,False
Heist,2,6,10,8,42,4.62,1.0,100.0,other,False,5.48,Card Game,Hand Management,1.95,0.42,False
Go Tell the Spartans,1,1,240,12,54,4.98,2.79,244.0,Wargames,False,5.48,Ancient,Dice Rolling,20.0,0.22,False
The Emoji Game,3,6,20,8,31,4.45,1.0,63.0,other,False,5.47,Card Game,Set Collection,15.5,0.49,False
Give It to the King!,2,4,30,0,78,5.07,1.0,165.0,other,False,5.48,Abstract Strategy,Dice Rolling,7.0,0.47,False
Coup,2,2,60,12,81,5.09,1.86,227.0,Wargames,False,5.48,Wargame,Hexagon Grid,5.0,0.36,False
BSZZZZ!,3,6,20,8,41,4.6,1.0,128.0,other,False,5.48,Action / Dexterity,Pattern Recognition,4.0,0.32,False
Monopoly: Fortnite,2,7,120,13,121,5.35,1.0,364.0,other,False,5.46,Video Game Theme,Player Elimination,15.5,0.33,False
NFL Showdown,2,2,60,8,88,5.13,1.86,188.0,other,False,5.48,Card Game,Not available,10.0,0.47,False
Eat It!,2,6,0,10,35,4.38,1.0,97.0,other,False,5.48,Party Game,Not available,15.5,0.36,False
Flushin' Frenzy,2,4,10,5,46,4.72,1.0,66.0,other,False,5.47,Action / Dexterity,Dice Rolling,15.5,0.7,False
Akkon: Machtkampf der Tempelritter,2,5,45,10,89,5.16,2.63,138.0,other,False,5.48,Bluffing,Auction/Bidding,16.99,0.64,False
Race,2,4,30,8,44,4.75,0.0,4.0,other,False,5.48,Racing,Betting and Bluffing,15.5,11.0,False
The Wonderful World of Disney Trivia Game,2,6,45,6,217,5.4,1.47,748.0,other,False,5.48,Movies / TV / Radio theme,Roll / Spin and Move,15.0,0.29,False
CUPONK,1,0,15,6,98,5.1,1.14,241.0,other,False,5.48,Action / Dexterity,Not available,15.5,0.41,False
Feste Druff,2,6,20,10,34,4.46,1.0,145.0,other,False,5.48,Card Game,Open Drafting,15.5,0.23,False
Kaboodl,2,6,30,7,91,5.08,1.0,255.0,other,False,5.48,Card Game,Pattern Building,4.0,0.36,False
Håtunaleken,2,3,0,12,39,4.49,2.5,70.0,Wargames,False,5.48,Medieval,Square Grid,15.5,0.56,False
Skyscrapers,2,4,45,8,66,4.91,2.14,148.0,other,False,5.48,Action / Dexterity,Not available,12.0,0.45,False
Wiochmen Rejser,2,4,15,12,232,5.4,1.32,244.0,other,False,5.48,Card Game,Hand Management,15.5,0.95,False
Dark Crusade:  The War in the East 1941-45,2,2,120,12,37,4.78,3.29,131.0,Wargames,False,5.48,Wargame,Dice Rolling,35.0,0.28,False
Harry Potter and the Sorcerer's Stone Mystery at Hogwarts Game,2,6,30,8,500,5.52,1.52,1482.0,Family Games,False,5.48,Children's Game,Dice Rolling,20.0,0.34,False
Kula Kula,3,5,45,10,88,5.05,1.25,251.0,other,False,5.49,Nautical,Memory,25.0,0.35,False
Mini Cat & Mouse,2,4,15,4,32,4.33,1.0,57.0,Children's Games,False,5.48,Animals,Roll / Spin and Move,15.5,0.56,False
U-Build Sorry!,2,4,0,6,43,4.84,1.0,145.0,Children's Games,False,5.48,Children's Game,Modular Board,15.5,0.3,False
Cat in The Hat:  I Can do that!,2,4,20,4,88,5.1,1.0,239.0,other,False,5.48,Action / Dexterity,Not available,15.5,0.37,False
FLY,2,4,10,8,287,5.37,1.09,1220.0,Family Games,False,5.47,Action / Dexterity,Set Collection,20.0,0.24,False
Home Alone,2,4,30,8,38,4.52,1.0,147.0,other,False,5.48,Movies / TV / Radio theme,Roll / Spin and Move,10.0,0.26,False
MiniMonFa (MiniMonsterFantasy),2,2,20,7,205,5.45,1.75,531.0,Thematic Games,False,5.47,Adventure,Not available,10.0,0.39,False
Black Molly,2,4,30,8,37,4.49,1.8,81.0,other,False,5.48,Animals,Area Movement,5.0,0.46,False
Brain Games,3,6,30,14,105,5.04,1.67,419.0,other,False,5.47,Educational,Roll / Spin and Move,5.0,0.25,False
Bakari,2,4,30,7,143,5.28,1.35,257.0,Abstract Games,False,5.48,Abstract Strategy,Not available,15.5,0.56,False
Go Bananas!,2,5,20,6,68,4.92,1.0,215.0,Children's Games,False,5.48,Action / Dexterity,Pattern Recognition,6.0,0.32,False
5 sekund bez cenzury,3,30,60,18,59,4.73,1.0,104.0,other,False,0.0,Not available,Not available,15.5,0.57,False
Travel Clue,2,6,10,8,149,5.29,1.5,619.0,other,False,5.48,Bluffing,Hand Management,2.0,0.24,False
The Honeymooners Game,2,6,45,10,31,4.23,1.0,108.0,other,False,5.48,Movies / TV / Radio theme,Roll / Spin and Move,5.0,0.29,False
Chaos Progenitus,2,6,20,12,71,5.11,2.44,201.0,other,False,5.48,Collectible Components,Not available,2.0,0.35,False
Rotten Apples,2,10,30,17,51,4.9,1.0,205.0,other,False,5.48,Mature / Adult,Open Drafting,15.5,0.25,False
Chicken or Egg?,2,4,20,8,35,4.39,1.33,79.0,other,False,5.48,Trivia,Modular Board,6.0,0.44,False
Sorry!: Pokémon,2,4,0,6,79,5.24,1.0,241.0,other,False,5.48,Fantasy,Roll / Spin and Move,5.0,0.33,False
Logo Party,4,0,60,8,103,5.12,1.25,373.0,other,False,5.48,Party Game,Acting,15.5,0.28,False
UNO Moo!,2,4,15,3,163,5.3,1.0,349.0,Children's Games,False,5.47,Animals,Hand Management,4.0,0.47,False
Project Skyline,2,4,45,10,82,5.24,1.73,162.0,other,False,5.48,City Building,Dice Rolling,10.0,0.51,False
Aku Ankka,2,6,30,7,33,4.29,2.0,53.0,other,False,5.48,Comic Book / Strip,Action Points,15.5,0.62,False
Pictureka! Flipper,2,10,0,6,47,4.67,1.0,140.0,other,False,5.48,Party Game,Not available,15.5,0.34,False
Racer Knights of Falconus,2,8,30,10,79,5.0,1.73,231.0,other,False,5.48,Collectible Components,Not available,15.5,0.34,False
Hit the Beach,2,4,60,10,159,5.28,1.13,337.0,Wargames,False,5.48,Wargame,Dice Rolling,10.0,0.47,False
Monopoly: Game of Thrones Collector's Edition,2,6,180,18,349,5.57,1.43,1161.0,other,False,5.47,Economic,Auction/Bidding,20.0,0.3,False
Kamakura,2,4,5,13,31,4.16,1.33,73.0,other,False,5.48,Card Game,Campaign / Battle Card Driven,10.0,0.42,False
Poleconomy,2,6,180,12,406,5.46,2.09,833.0,Family Games,False,5.48,Economic,Commodity Speculation,10.0,0.49,False
"Raid! Commando Operations, in the 20th Century",2,2,240,12,146,5.38,2.65,609.0,Wargames,False,5.48,Modern Warfare,Hexagon Grid,15.0,0.24,False
Beat the Experts,2,4,10,8,39,4.5,1.67,139.0,other,False,5.48,Trivia,Not available,15.5,0.28,False
Red Zone,2,2,60,0,38,4.57,1.5,72.0,Customizable Games,False,5.48,Card Game,Not available,22.0,0.53,False
Monopoly: Wonder of The World,2,8,90,8,86,5.04,1.33,234.0,other,False,5.46,Economic,Auction/Bidding,15.5,0.37,False
Flip,2,2,10,10,48,4.65,1.0,165.0,other,False,5.48,Dice,Not available,15.5,0.29,False
Finance,2,6,120,8,68,4.9,1.17,333.0,other,False,5.48,Economic,Roll / Spin and Move,10.0,0.2,False
Quest for the Dungeonmaster,2,6,45,6,36,4.33,1.0,117.0,Children's Games,False,5.48,Children's Game,Role Playing,5.0,0.31,False
Scurvy Dogs: Pirates and Privateers,2,8,50,12,36,4.5,2.0,99.0,other,False,5.48,Nautical,Dice Rolling,18.0,0.36,False
Captain Bones Gold,2,4,30,6,63,5.03,1.2,101.0,other,False,5.48,Children's Game,Roll / Spin and Move,15.5,0.62,False
Across the Iron Curtain,1,6,45,10,30,4.22,2.0,39.0,other,False,5.48,Educational,Cooperative Game,15.0,0.77,False
The Wheel of Time Collectible Card Game,2,6,60,10,144,5.36,2.8,258.0,Customizable Games,False,5.48,Card Game,Dice Rolling,4.0,0.56,False
The Suicide Bomber Card Game,2,2,30,12,83,5.06,1.78,190.0,other,False,5.48,Card Game,Hand Management,10.49,0.44,False
Star Wars Force Grab,2,6,0,6,45,4.55,1.2,104.0,other,False,5.48,Action / Dexterity,Physical Removal,15.5,0.43,False
Kingz,2,5,15,7,51,4.78,0.0,190.0,other,False,5.47,Animals,Simultaneous Action Selection,24.99,0.27,False
Operation Cannibal,2,2,180,12,74,5.07,2.38,278.0,Wargames,False,5.48,Wargame,Chit-Pull System,15.0,0.27,False
Monopoly: New Zealand,2,10,180,8,32,4.17,2.0,55.0,other,False,5.48,Economic,Auction/Bidding,5.0,0.58,False
Safari Jack,2,4,30,10,267,5.34,1.42,695.0,Abstract Games,False,5.48,Abstract Strategy,Tile Placement,3.99,0.38,False
Martinis & Men,2,8,20,25,76,5.0,1.0,99.0,other,False,5.48,Card Game,Dice Rolling,9.49,0.77,False
Four Real,2,2,60,10,53,4.77,2.0,116.0,other,False,5.48,Party Game,Auction/Bidding,15.5,0.46,False
Digimon Digi-Battle Card Game,2,2,60,8,66,5.03,1.33,118.0,Customizable Games,False,5.48,Card Game,Hand Management,15.5,0.56,False
Kto z Kim?,3,8,30,8,43,5.01,1.0,51.0,other,False,5.48,Card Game,Voting,15.5,0.84,False
Altaria: Clash of Dimensions,2,2,45,12,41,4.82,2.2,80.0,other,False,5.48,Fantasy,Action Points,5.0,0.51,False
Quip It!,3,8,60,13,68,4.95,1.33,185.0,other,False,5.48,Bluffing,Storytelling,5.0,0.37,False
Diary of a Wimpy Kid: Cheese Touch,3,6,40,8,79,4.87,1.0,206.0,other,False,5.47,Bluffing,Betting and Bluffing,16.48,0.38,False
Jake and the Never Land Pirates: Who Shook Hook?,2,4,0,4,61,4.82,1.0,151.0,other,False,5.48,Action / Dexterity,Roll / Spin and Move,15.5,0.4,False
Alternatywy 4,3,6,90,12,53,4.82,3.2,103.0,other,False,5.48,Movies / TV / Radio theme,Area Majority / Influence,15.5,0.51,False
Monopoly Junior: Travel Edition,2,4,30,5,31,4.24,0.0,89.0,Children's Games,False,5.48,Children's Game,Roll / Spin and Move,15.5,0.35,False
Klugscheisser,2,0,0,12,41,4.46,1.0,142.0,other,False,5.47,Card Game,Not available,15.5,0.29,False
Zombie Fried,2,6,45,13,31,4.08,2.0,117.0,other,False,5.48,Card Game,Dice Rolling,15.5,0.26,False
Holy War,2,2,90,12,97,5.12,2.07,420.0,Wargames,False,5.48,Science Fiction,Dice Rolling,10.0,0.23,False
SongBurst 50's & 60's Edition,3,0,30,18,105,5.17,1.17,296.0,other,False,5.48,Music,Not available,10.0,0.35,False
Clue: Star Wars,3,6,60,8,151,5.39,2.0,559.0,other,False,5.48,Deduction,Not available,15.0,0.27,False
En Busca Del Imperio Cobra,2,4,30,9,387,5.48,1.28,695.0,other,False,5.48,Adventure,Roll / Spin and Move,15.5,0.56,False
Trailer Park Gods,3,6,30,0,56,4.73,1.57,126.0,other,False,5.48,Card Game,Hand Management,7.0,0.44,False
I Spy Eagle Eye,1,4,20,5,79,4.95,1.0,256.0,other,False,5.48,Children's Game,Memory,1.0,0.31,False
Pokémon Master Trainer III,2,4,45,7,52,5.01,1.25,144.0,other,False,5.47,Children's Game,Roll / Spin and Move,25.0,0.36,False
Tank! Armored Combat in the 20th Century,2,2,90,12,91,5.17,2.75,401.0,Wargames,False,5.47,Modern Warfare,Dice Rolling,30.0,0.23,False
Fall of the Roman Empire,2,4,30,10,38,4.42,1.33,262.0,other,False,5.48,Ancient,Dice Rolling,4.0,0.15,False
WFF 'N PROOF,2,4,45,6,61,4.83,3.89,260.0,Abstract Games,False,5.48,Abstract Strategy,Dice Rolling,15.0,0.23,False
Ginny-O,2,4,60,8,42,4.5,1.0,237.0,other,False,5.48,Card Game,Pattern Building,5.0,0.18,False
Ruffhouse,2,4,60,8,52,4.74,1.25,184.0,other,False,5.48,Not available,Roll / Spin and Move,15.5,0.28,False
Silence in Class!,3,7,30,8,32,4.21,1.75,64.0,other,False,5.48,Not available,Hand Management,15.5,0.5,False
File 13,1,4,30,10,119,5.17,1.0,233.0,other,False,5.48,Economic,Area Movement,5.0,0.51,False
Princess Ryan's Star Marines,1,6,120,10,204,5.31,2.46,530.0,Wargames,False,5.49,Deduction,Cooperative Game,45.0,0.38,False
Carnival Zombie: 2nd Edition,1,6,120,12,47,4.48,3.0,147.0,other,False,5.95,Action / Dexterity,Action Points,130.0,0.32,True
Komandosi,2,6,60,0,64,5.07,2.22,59.0,other,False,5.48,Adventure,Pick-up and Deliver,15.5,1.08,False
Smokers Wild,2,6,120,8,76,5.04,1.2,143.0,other,False,5.48,Humor,Roll / Spin and Move,20.0,0.53,False
Yorktown: The Siege Which Determined the Birth of the United States,2,4,240,15,63,4.89,3.14,146.0,Wargames,False,5.48,Age of Reason,Dice Rolling,39.9,0.43,False
Project Pornstar,2,5,45,18,135,5.35,1.4,180.0,other,False,5.48,Card Game,Hand Management,29.0,0.75,False
UNO Dare!,2,10,0,7,91,5.0,1.0,438.0,other,False,5.46,Card Game,Hand Management,15.5,0.21,False
Origins,2,6,30,12,73,4.97,1.14,199.0,other,False,5.48,Trivia,Not available,28.0,0.37,False
Yu-Gi-Oh Millennium Game,2,4,30,8,44,4.55,1.5,99.0,Children's Games,False,5.47,Adventure,Rock-Paper-Scissors,6.0,0.44,False
Yo Fui a EGB: El Juego Oficial,2,6,180,12,47,4.77,1.2,87.0,other,False,5.48,Educational,Dice Rolling,15.5,0.54,False
Hunter: Deadly Prey,3,5,90,10,62,4.93,2.88,210.0,other,False,5.48,Adventure,Cooperative Game,16.49,0.3,False
The Stock Market Game,1,12,60,0,188,5.41,2.04,694.0,Family Games,False,5.49,Economic,Stock Holding,8.0,0.27,False
Killer Bunnies and the Journey to Jupiter,2,6,90,12,332,5.58,2.54,796.0,other,False,5.47,Card Game,Dice Rolling,10.0,0.42,False
Poker Tiles Game,2,4,30,9,50,4.72,1.5,170.0,other,False,5.48,Not available,Set Collection,8.0,0.29,False
Breakout,2,2,20,6,44,4.59,1.0,116.0,Abstract Games,False,5.47,Abstract Strategy,Pattern Recognition,19.0,0.38,False
Word Power,2,8,60,10,46,4.63,1.25,270.0,other,False,5.48,Card Game,Betting and Bluffing,2.5,0.17,False
Brain Quest,2,4,60,6,43,4.48,1.2,190.0,Children's Games,False,5.48,Children's Game,Roll / Spin and Move,15.5,0.23,False
The Strategy Game,1,4,20,7,43,4.46,1.25,36.0,other,False,5.48,Abstract Strategy,Enclosure,15.5,1.19,False
Chicken of the Sea,2,2,60,10,41,4.62,2.5,191.0,Wargames,False,5.48,Ancient,Dice Rolling,5.0,0.21,False
Alpha Omega,2,3,120,12,171,5.34,3.09,595.0,Wargames,False,5.49,Science Fiction,Action Points,15.0,0.29,False
Thieves in the Wood,2,6,45,7,41,4.56,1.0,102.0,Children's Games,False,5.48,Children's Game,Roll / Spin and Move,4.0,0.4,False
Fraud Squad,3,6,45,8,36,4.08,1.25,218.0,other,False,5.48,Card Game,Memory,1.0,0.17,False
Pingo Balance,2,4,10,4,66,5.03,1.0,169.0,Children's Games,False,5.48,Action / Dexterity,Not available,7.0,0.39,False
Hector and Achilles,2,2,30,10,485,5.41,1.82,1242.0,Strategy Games,False,5.47,Card Game,Hand Management,10.0,0.39,False
Rice Wars,2,5,60,0,203,5.3,2.86,303.0,other,False,5.48,Medieval,Area Majority / Influence,38.95,0.67,False
"Strange Defeat:  The Fall of France, 1940",2,2,60,12,100,5.11,2.14,296.0,Wargames,False,5.48,Wargame,Hexagon Grid,16.0,0.34,False
Fish or Cut Bait,2,99,30,8,124,5.14,1.0,476.0,other,False,5.47,Not available,Dice Rolling,15.5,0.26,False
Enigma,2,6,60,12,47,4.63,1.0,127.0,other,False,5.48,Party Game,Dice Rolling,10.0,0.37,False
The Game of Life: Pirates of the Caribbean - Dead Man's Chest,2,6,45,9,181,5.34,1.5,433.0,other,False,5.47,Movies / TV / Radio theme,Roll / Spin and Move,16.0,0.42,False
Shadowrun: DMZ Downtown Militarized Zone,2,2,30,12,115,5.2,2.5,385.0,Wargames,False,5.48,Miniatures,Not available,5.0,0.3,False
Drakar och Demoner: Brädspelet,2,6,120,12,32,4.2,2.4,68.0,other,False,5.48,Adventure,Dice Rolling,15.5,0.47,False
Monopol: Sverige,2,6,0,0,31,4.27,1.0,52.0,other,False,5.48,Economic,Dice Rolling,15.5,0.6,False
Trivial Pursuit: 1980s,2,24,40,16,140,5.27,2.08,280.0,other,False,5.48,Party Game,Roll / Spin and Move,15.5,0.5,False
The Market of Alturien,2,6,60,10,383,5.39,1.88,786.0,other,False,5.48,Economic,Area Majority / Influence,15.0,0.49,False
Management Material (General Office Edition),2,5,30,12,201,5.37,1.12,358.0,other,False,5.48,Card Game,Hand Management,3.45,0.56,False
Mahjong Solitaire,1,1,20,0,72,4.97,1.13,30.0,other,False,5.49,Abstract Strategy,Not available,15.5,2.4,False
Monopoly: Adventure Time Collector's Edition,2,6,90,8,71,4.96,1.67,280.0,other,False,5.48,Economic,Auction/Bidding,30.0,0.25,False
Monopoly for Millennials,2,4,0,8,42,4.68,1.0,220.0,other,False,5.46,Not available,Roll / Spin and Move,15.5,0.19,False
Im Schatten des Sonnenkönigs,2,6,45,10,111,5.11,1.56,331.0,other,False,5.48,Age of Reason,Auction/Bidding,5.0,0.34,False
Goblins: Epic Death,2,6,50,10,117,5.19,1.9,215.0,other,False,5.48,Card Game,Modular Board,9.0,0.54,False
Table-MotoGP: The Moto GP Licensed Board Game,2,11,90,8,38,4.54,1.13,82.0,other,False,5.49,Racing,Hand Management,20.0,0.46,False
Hero: Immortal King - The Infernal Forge,1,2,30,9,138,5.24,1.36,375.0,Thematic Games,False,5.48,Adventure,Dice Rolling,9.95,0.37,False
Say What You Meme,3,10,60,13,34,4.16,1.33,74.0,other,False,5.48,Party Game,Line Drawing,15.5,0.46,False
Danmark-spillet,2,4,60,8,31,4.28,1.0,50.0,other,False,5.48,Memory,Area Movement,15.5,0.62,False
Superfection,2,6,30,8,66,4.96,1.5,117.0,other,False,5.48,Action / Dexterity,Hand Management,15.5,0.56,False
Knights of the Rainbow,2,6,45,10,67,4.93,1.2,91.0,other,False,5.48,Card Game,Not available,5.0,0.74,False
Sushi Express,3,6,30,8,179,5.27,1.43,282.0,other,False,5.48,Card Game,Betting and Bluffing,11.1,0.63,False
Bankruptcy: The Card Game,2,6,10,8,55,4.75,1.55,79.0,other,False,5.48,Card Game,Hand Management,5.0,0.7,False
Poppa's Pizza Topple,2,4,10,3,49,4.78,1.13,91.0,Children's Games,False,5.48,Action / Dexterity,Dice Rolling,15.5,0.54,False
Monster Maker,3,5,0,6,38,4.38,1.0,88.0,other,False,5.48,Card Game,Open Drafting,5.99,0.43,False
Guards! Guards! A Discworld Boardgame,2,6,120,11,425,5.61,2.63,1276.0,Thematic Games,False,5.47,Fantasy,Area Majority / Influence,30.0,0.33,False
Xena: Warrior Princess CCG,2,3,10,10,88,5.13,1.17,169.0,Customizable Games,False,5.48,Card Game,Hand Management,1.0,0.52,False
Overthrone,3,6,90,12,276,5.33,2.18,908.0,other,False,5.48,Card Game,Trick-taking,5.5,0.3,False
Harry Potter: Magical Beasts Board Game,2,4,0,8,58,4.72,1.0,244.0,other,False,5.41,Fantasy,Roll / Spin and Move,10.0,0.24,False
Harry Potter: Diagon Alley Board Game,3,6,45,8,196,5.33,1.15,537.0,Children's Games,False,5.47,Children's Game,Roll / Spin and Move,14.95,0.36,False
Battle of the Sexes,4,99,90,16,40,4.23,2.0,120.0,other,False,5.47,Humor,Not available,15.5,0.33,False
Oi! Dat's My Leg!,2,4,30,7,46,4.47,1.0,62.0,other,False,5.48,Children's Game,Roll / Spin and Move,8.0,0.74,False
The Rats in the Walls,3,6,30,12,52,4.71,1.0,114.0,other,False,5.48,Bluffing,Dice Rolling,10.0,0.46,False
"'CA' Tactical Naval Warfare in the Pacific, 1941-45",2,2,120,12,107,5.28,2.57,398.0,Wargames,False,5.48,Nautical,Dice Rolling,12.0,0.27,False
King Toad,2,6,15,5,53,4.66,1.0,128.0,other,False,5.48,Animals,Not available,2.0,0.41,False
